mcap_bie2019;dur_mat2019;cau_div2019;sexo_1.2019;niv_inst1.2019;p_etnica1.2019;edad_1.2019;sexo_2.2019;p_etnica2.2019;niv_inst2.2019;edad_2.2019;mcap_bie2021;dur_mat2021;cau_div2021;sexo_1.2021;p_etnica1.2021;niv_inst1.2021;edad_1.2021;sexo_2.2021;p_etnica2.2021;niv_inst2.2021;edad_2.2021;mcap_bie2022;dur_mat2022;cau_div2022;sexo_1;p_etnica1.2022;niv_inst1.2022;edad_1.2022;sexo_2;p_etnica2.2022;niv_inst2.2022;edad_2.2022
No;12;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;38;Mujer;Mestizo; Secundaria;35; No;18;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;39;Mujer;Mestizo; Educación Básica;32; No;6;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación media / Bachillerato;31;Hombre;Mestizo; Educación media / Bachillerato;48
No;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;59;Mujer;Mestizo; Superior no Universitario;58; No;13;Por mutuo consentimiento via notarial;Mujer;Mestizo; Secundaria;70;Hombre;Mestizo; Superior no Universitario;68; No;11;Por mutuo consentimiento via notarial;Mujer;Montubio; Primaria;43;Hombre;Mestizo; Primaria;39
No;27;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;60;Mujer;Mestizo; Superior Universitario;54; No;14;Por mutuo consentimiento via notarial;Mujer;Mestizo; Secundaria;38;Hombre;Montubio; Educación media / Bachillerato;43; No;21;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;40;Hombre;Montubio; Educación media / Bachillerato;38
No;5;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;46;Mujer;Mestizo; Educacion media o Bachillerato;53; No;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Secundaria;33;Hombre;Mestizo; Secundaria;29; No;12;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;34;Hombre;Mestizo; Educación media / Bachillerato;33
No;24;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;42;Mujer;Mestizo; Primaria;41; No;36;Por mutuo consentimiento via judicial;Mujer;Afroecuatoriano/afrodescendiente; Educación media / Bachillerato;53;Hombre;Afroecuatoriano/afrodescendiente; Superior Universitario;60; No;27;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación media / Bachillerato;49;Hombre;Mestizo; Educación media / Bachillerato;43
No;5;Por mutuo consentimiento via judicial;Hombre; Superior Universitario;Mestizo;35;Mujer;Mestizo; Superior Universitario;35; No;10;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Mujer;Afroecuatoriano/afrodescendiente; Primaria;37;Hombre;Mestizo; Primaria;32; No;11;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Mujer;Mestizo; Educación media / Bachillerato;32;Hombre;Mestizo; Educación media / Bachillerato;28
No;7;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;26;Mujer;Mestizo; Educacion media o Bachillerato;29; No;6;Por mutuo consentimiento via judicial;Mujer;Sin información; Educación media / Bachillerato;31;Hombre;Mulato; Educación Básica;29; No;33;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior no Universitario;58;Mujer;Mestizo; Educación media / Bachillerato;53
No;27;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Superior Universitario;Mestizo;51;Mujer;Mestizo; Superior Universitario;49; No;6;Por mutuo consentimiento via judicial;Mujer;Sin información; Educación Básica;28;Hombre;Sin información; Educación Básica;28; No;17;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;44;Mujer;Mestizo; Educación media / Bachillerato;44
No;8;Por mutuo consentimiento via notarial;Hombre; Secundaria;Mestizo;43;Mujer;Mestizo; Superior Universitario;37; No;11;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Superior Universitario;36;Mujer;Mestizo; Secundaria;30; No;11;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;38;Mujer;Mestizo; Educación media / Bachillerato;35
No;6;Por mutuo consentimiento via judicial;Mujer; Secundaria;Mestizo;40;Mujer;Mestizo; Superior Universitario;28; Si;29;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;Mestizo; Educación media / Bachillerato;52;Mujer;Mestizo; Superior Universitario;49; Sin informacion;11;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;42;Mujer;Mestizo; Secundaria;36
No;7;Por mutuo consentimiento via notarial;Hombre; Primaria;Mestizo;50;Mujer;Mestizo; Educacion Basica;47; No;47;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Superior Universitario;65;Mujer;Mestizo; Superior Universitario;65; No;14;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;41;Mujer;Mestizo; Secundaria;31
No;5;Por mutuo consentimiento via notarial;Hombre; Educacion Basica;Mestizo;32;Mujer;Mestizo; Secundaria;32; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Superior Universitario;43;Mujer;Mestizo; Superior Universitario;43; Sin informacion;51;Por mutuo consentimiento via judicial;Hombre;Mestizo; Jardín de Infantes;70;Mujer;Mestizo; Primaria;68
No;3;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;26;Mujer;Mestizo; Educacion media o Bachillerato;26; No;8;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;30;Mujer;Mestizo; Educación media / Bachillerato;29; Sin informacion;9;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;53;Mujer;Mestizo; Educación media / Bachillerato;51
No;6;Por mutuo consentimiento via judicial;Hombre; Superior Universitario;Mestizo;41;Mujer;Mestizo; Educacion media o Bachillerato;32; No;10;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación media / Bachillerato;32;Hombre;Mestizo; Posgrado;35; Sin informacion;4;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;27;Mujer;Mestizo; Superior Universitario;34
No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;34;Mujer;Mestizo; Secundaria;31; No;7;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;37;Mujer;Mestizo; Secundaria;39; No;21;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;48;Mujer;Mestizo; Educación media / Bachillerato;46
No;3;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;32;Mujer;Mestizo; Secundaria;35; No;18;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;41;Mujer;Mestizo; Educación media / Bachillerato;41; No;10;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;45;Mujer;Mestizo; Educación media / Bachillerato;40
No;7;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;35;Hombre;Mestizo; Educacion media o Bachillerato;37; No;3;Por mutuo consentimiento via notarial;Hombre;Mestizo; Primaria;24;Hombre;Mestizo; Primaria;21; Si;25;Por mutuo consentimiento via notarial;Hombre;Mestizo; Primaria;51;Mujer;Mestizo; Primaria;53
No;1;Por mutuo consentimiento via notarial;Hombre; Primaria;Afroecuatoriano/afrodescendiente;32;Hombre;Afroecuatoriano/afrodescendiente; Primaria;45; No;17;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;36;Mujer;Mestizo; Primaria;47; No;19;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;50;Mujer;Mestizo; Educación media / Bachillerato;43
No;11;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;35;Hombre;Mestizo; Secundaria;30; No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Afroecuatoriano/afrodescendiente; Secundaria;41;Mujer;Blanco; Educación Básica;50; No;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Superior no Universitario;30;Mujer;Sin información; Educación media / Bachillerato;26
No;8;Por mutuo consentimiento via notarial;Hombre; Educacion Basica;Mestizo;32;Hombre;Mestizo; Educacion media o Bachillerato;32; No;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Primaria;31;Mujer;Mestizo; Primaria;26; Sin informacion;10;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;31;Mujer;Mestizo; Educación media / Bachillerato;28
No;8;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;35;Hombre;Mestizo; Primaria;27; No;17;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;42;Mujer;Mestizo; Secundaria;34; No;7;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;35;Mujer;Mestizo; Educación media / Bachillerato;32
No;8;Por mutuo consentimiento via judicial;Mujer; Educacion media o Bachillerato;Mestizo;37;Hombre;Mestizo; Secundaria;45; No;5;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;32;Mujer;Mestizo; Secundaria;32; No;1;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;60;Mujer;Mestizo; Educación media / Bachillerato;44
No;11;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;29;Hombre;Mestizo; Educacion Basica;32; No;1;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;23;Mujer;Mestizo; Superior Universitario;20; No;31;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;52;Mujer;Mestizo; Educación media / Bachillerato;51
No;11;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;41;Hombre;Mestizo; Superior Universitario;32; No;4;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;Mulato; Primaria;34;Mujer;Mestizo; Primaria;30; No;25;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;47;Mujer;Mestizo; Educación media / Bachillerato;49
No;21;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;62;Hombre;Mestizo; Educacion media o Bachillerato;41; No;17;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior no Universitario;42;Mujer;Mestizo; Superior no Universitario;35; No;3;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación Básica;46;Mujer;Mestizo; Secundaria;55
No;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;37;Hombre;Mestizo; Educacion media o Bachillerato;31; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Secundaria;36;Mujer;Mestizo; Secundaria;36; No;18;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;53;Mujer;Mestizo; Secundaria;47
No;11;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Primaria;Mestizo;37;Hombre;Mestizo; Primaria;31; No;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Secundaria;45;Mujer;Mestizo; Superior no Universitario;44; No;13;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;37;Mujer;Mestizo; Sin información;35
No;13;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;38;Hombre;Mestizo; Superior Universitario;36; No;20;Por mutuo consentimiento via judicial;Mujer;Mestizo; Secundaria;50;Hombre;Mestizo; Superior Universitario;43; No;21;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;42;Mujer;Negro; Educación media / Bachillerato;42
No;8;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Primaria;Mestizo;49;Hombre;Mestizo; Primaria;35; No;35;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;53;Mujer;Mestizo; Educación media / Bachillerato;62; No;5;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;44;Mujer;Mestizo; Educación media / Bachillerato;36
No;16;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;40;Mujer;Mestizo; Primaria;45; No;6;Por mutuo consentimiento via judicial;Mujer;Mestizo; Primaria;27;Hombre;Mestizo; Primaria;31; No;30;Por mutuo consentimiento via notarial;Hombre;Mestizo; Primaria;53;Mujer;Mestizo; Primaria;52
No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;64;Mujer;Mestizo; Secundaria;52; No;21;Por mutuo consentimiento via notarial;Hombre;Mestizo; Superior Universitario;52;Mujer;Mestizo; Superior Universitario;47; No;5;Por mutuo consentimiento via notarial;Hombre;Mestizo; Superior Universitario;28;Mujer;Mestizo; Superior Universitario;34
No;10;Por mutuo consentimiento via judicial;Hombre; Superior no Universitario;Mestizo;33;Mujer;Mestizo; Posgrado;31; No;3;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación media / Bachillerato;32;Hombre;Mestizo; Educación media / Bachillerato;27; No;0;Por mutuo consentimiento via notarial;Hombre;Indígena; Educación Básica;29;Mujer;Indígena; Educación Básica;26
No;5;Por mutuo consentimiento via judicial;Hombre; Superior Universitario;Mestizo;28;Mujer;Mestizo; Superior Universitario;24; No;17;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;42;Hombre;Mestizo; Superior Universitario;38; No;24;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación Básica;55;Mujer;Mestizo; Educación Básica;53
No;4;Por mutuo consentimiento via notarial;Hombre; Educacion Basica;Mestizo;34;Mujer;Mestizo; Educacion media o Bachillerato;32; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Secundaria;25;Mujer;Mestizo; Superior Universitario;23; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Secundaria;61;Mujer;Mestizo; Educación media / Bachillerato;52
No;11;Por mutuo consentimiento via judicial;Mujer; Educacion Basica;Mestizo;40;Mujer;Mestizo; Educacion media o Bachillerato;38; No;1;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Secundaria;55;Mujer;Mestizo; Superior Universitario;29; No;10;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Superior Universitario;49;Mujer;Mestizo; Educación media / Bachillerato;36
No;4;Por mutuo consentimiento via notarial;Hombre; Educacion Basica;Mestizo;29;Mujer;Mestizo; Primaria;26; No;12;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;41;Mujer;Mestizo; Educación Básica;41; No;33;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;55;Mujer;Mestizo; Primaria;50
No;1;Por mutuo consentimiento via notarial;Hombre; Primaria;Mestizo;49;Mujer;Mestizo; Secundaria;39; No;12;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación Básica;32;Mujer;Mestizo; Secundaria;35; No;15;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Primaria;41;Mujer;Mestizo; Primaria;32
No;3;Por mutuo consentimiento via notarial;Hombre; Educacion Basica;Mestizo;33;Mujer;Mestizo; Educacion Basica;28; No;23;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;40;Mujer;Mestizo; Educación media / Bachillerato;44; No;18;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;35;Mujer;Mestizo; Primaria;38
No;3;Por mutuo consentimiento via notarial;Hombre; Secundaria;Mestizo;37;Mujer;Mestizo; Secundaria;50; No;12;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;33;Mujer;Mestizo; Educación media / Bachillerato;32; No;9;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;29;Mujer;Mestizo; Educación media / Bachillerato;25
No;1;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;34;Hombre;Mestizo; Secundaria;34; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Secundaria;26;Mujer;Mestizo; Secundaria;25; No;22;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación Básica;40;Mujer;Mestizo; Educación Básica;36
No;11;Por mutuo consentimiento via judicial;Hombre; Educacion Basica;Mestizo;39;Mujer;Mestizo; Educacion Basica;39; Si;26;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;46;Mujer;Mestizo; Secundaria;45; Sin informacion;22;Por mutuo consentimiento via notarial;Hombre;Indígena; Educación Básica;47;Mujer;Mestizo; Educación Básica;44
