prov_insc;cant_insc;parr_insc;fecha_mat;mcap_bie;dur_mat;cau_div;sexo_1;fecha_nac1;edad_1;p_etnica1;niv_inst1;sexo_2;fecha_nac2;edad_2;p_etnica2;niv_inst2
Orellana;Orellana;Puerto Francisco de Orellana (El Coca);10/7/2007; No;13;Por mutuo consentimiento via notarial;Hombre;12/9/1979;41;Mestizo; Secundaria;Mujer;11/5/1978;42;Mestizo; Secundaria
Tungurahua;Santiago de Píllaro;Pillaro;18/10/2014; No;6;Por mutuo consentimiento via notarial;Hombre;15/8/1981;39;Mestizo; Educacion media o Bachillerato;Mujer;20/8/1993;27;Mestizo; Educacion media o Bachillerato
Orellana;Orellana;Puerto Francisco de Orellana (El Coca);3/6/2009; No;10;Por mutuo consentimiento via judicial;Hombre;18/2/1984;36;Mestizo; Educacion media o Bachillerato;Mujer;12/11/1984;36;Sin informacion; Educacion media o Bachillerato
Orellana;Orellana;Puerto Francisco de Orellana (El Coca);17/4/2012; No;8;Por mutuo consentimiento via notarial;Hombre;6/10/1989;31;Afroecuatoriano/afrodescendiente; Educacion media o Bachillerato;Mujer;11/8/1987;33;Mestizo; Superior Universitario
Canar;Azogues;Azogues;8/6/2006; No;14;Por mutuo consentimiento via judicial;Hombre;30/1/1988;32;Mestizo; Primaria;Mujer;12/12/1981;39;Mestizo; Primaria
Canar;Azogues;Azogues;7/8/2008; No;12;Por mutuo consentimiento via judicial;Hombre;20/4/1986;34;Mestizo; Educacion media o Bachillerato;Mujer;3/4/1984;36;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;16/12/2016; No;4;Por mutuo consentimiento via notarial;Hombre;20/9/1981;39;Mestizo; Educacion media o Bachillerato;Mujer;14/1/1994;26;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;19/8/2016; No;4;Por mutuo consentimiento via judicial;Hombre;29/12/1980;40;Mestizo; Educacion media o Bachillerato;Mujer;9/12/1985;35;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;31/1/2003; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;29/10/1985;35;Mestizo; Educacion media o Bachillerato;Mujer;2/1/1980;41;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;28/11/2000; No;19;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;10/7/1975;45;Mestizo; Educacion media o Bachillerato;Mujer;22/12/1978;42;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;30/9/2011; No;8;Por mutuo consentimiento via notarial;Hombre;13/4/1985;35;Mestizo; Superior Universitario;Mujer;2/6/1992;28;Mestizo; Superior Universitario
Canar;Azogues;Azogues;24/4/2018; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;7/9/1994;26;Mestizo; Superior Universitario;Mujer;11/5/1997;23;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;18/7/1996; No;20;Por mutuo consentimiento via judicial;Hombre;1/4/1970;50;Mestizo; Educacion media o Bachillerato;Mujer;7/12/1962;58;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;4/10/2004; No;16;Por mutuo consentimiento via judicial;Hombre;25/10/1981;39;Mestizo; Superior Universitario;Mujer;17/11/1979;41;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;14/2/2012; No;8;Por mutuo consentimiento via judicial;Hombre;17/11/1971;49;Mestizo; Primaria;Mujer;31/10/1983;37;Mestizo; Primaria
Canar;Azogues;Azogues;23/5/1996; No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;12/12/1977;43;Mestizo; Primaria;Mujer;1/7/1980;40;Sin informacion; Primaria
Canar;Azogues;Azogues;7/8/2008; No;12;Por mutuo consentimiento via judicial;Hombre;20/10/1987;33;Mestizo; Superior Universitario;Mujer;8/2/1989;31;Mestizo; Superior Universitario
Canar;Azogues;Azogues;27/4/1987; No;33;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;17/2/1962;58;Mestizo; Primaria;Mujer;18/9/1967;53;Mestizo; Primaria
Canar;Azogues;Azogues;14/11/1996; No;24;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;24/1/1974;46;Mestizo; Primaria;Mujer;5/12/1980;40;Mestizo; Primaria
Canar;Azogues;Azogues;25/2/2019; No;1;Por mutuo consentimiento via judicial;Hombre;21/8/1997;23;Mestizo; Educacion media o Bachillerato;Mujer;24/8/1999;21;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;21/11/2018; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;7/8/1997;23;Mestizo; Educacion media o Bachillerato;Mujer;21/11/1999;21;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;17/11/1995; No;25; Sin informacion;Hombre;10/8/1976;44;Mestizo; Primaria;Mujer;31/8/1974;46;Mestizo; Primaria
Canar;Azogues;Azogues;25/7/1997; No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;16/3/1980;40;Mestizo; Educacion media o Bachillerato;Mujer;18/3/1981;39;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;16/8/1996; No;24;Por mutuo consentimiento via notarial;Hombre;24/7/1963;57;Mestizo; Primaria;Mujer;15/8/1954;66;Mestizo; Primaria
Canar;Azogues;Azogues;12/10/2018; No;2;Por mutuo consentimiento via notarial;Hombre;5/6/1986;34;Mestizo; Educacion media o Bachillerato;Mujer;27/11/1996;24;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;29/3/2012; No;8;Por mutuo consentimiento via judicial;Hombre;28/5/1989;31;Mestizo; Educacion media o Bachillerato;Mujer;20/5/1992;28;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;17/11/2016; No;4;Por mutuo consentimiento via notarial;Hombre;28/12/1986;34;Mestizo; Superior Universitario;Mujer;24/12/1985;35;Mestizo; Superior Universitario
Canar;Azogues;Azogues;22/1/2016; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;21/5/1987;33;Mestizo; Educacion media o Bachillerato;Mujer;31/12/1997;23;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;5/11/2011; No;8;Por mutuo consentimiento via judicial;Hombre;26/12/1983;37;Mestizo; Superior Universitario;Mujer;29/11/1990;30;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;2/4/2018; No;2;Por mutuo consentimiento via judicial;Hombre;1/12/1994;26;Mestizo; Educacion media o Bachillerato;Mujer;15/2/1998;22;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;9/9/2016; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;8/3/1992;28;Mestizo; Educacion media o Bachillerato;Mujer;28/11/1989;31;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;25/1/2013; No;7;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;26/1/1992;28;Montubio; Primaria;Mujer;11/5/1993;27;Mestizo; Primaria
Canar;Azogues;Azogues;26/11/2010; No;10;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;25/9/1987;33;Mestizo; Primaria;Mujer;20/7/1992;28;Mestizo; Primaria
Canar;Azogues;Azogues;16/5/1995; No;24;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;18/10/1974;46;Mestizo; Educacion media o Bachillerato;Mujer;3/5/1972;48;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;13/5/1991; No;29;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;30/6/1971;49;Mestizo; Primaria;Mujer;15/12/1977;43;Mestizo; Primaria
Canar;Azogues;Azogues;7/4/1972; No;48;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;28/3/1949;71;Mestizo; Primaria;Mujer;20/3/1951;69;Mestizo; Primaria
Canar;Azogues;Azogues;15/7/1996; No;24;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;5/6/1970;50;Mestizo; Primaria;Mujer;13/2/1973;47;Mestizo; Primaria
Canar;Azogues;Azogues;27/4/2001; No;19;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;20/8/1984;36;Mestizo; Primaria;Mujer;25/10/1981;39;Mestizo; Primaria
Canar;Azogues;Azogues;7/1/2000; No;20; Sin informacion;Hombre;15/7/1977;43;Mestizo; Primaria;Mujer;30/10/1983;37;Mestizo; Primaria
Canar;Azogues;Azogues;17/11/2005; No;14;Por mutuo consentimiento via judicial;Hombre;8/7/1987;33;Mestizo; Primaria;Mujer;26/3/1988;32;Mestizo; Primaria
Canar;Azogues;Azogues;18/11/1991; No;28;Por mutuo consentimiento via notarial;Hombre;9/6/1967;53;Mestizo; Primaria;Mujer;22/1/1968;53;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;2/7/2010; No;10;Por mutuo consentimiento via notarial;Hombre;15/7/1980;40;Mestizo; Superior Universitario;Mujer;2/12/1985;35;Sin informacion; Secundaria
Canar;Azogues;Azogues;22/1/2010; No;10;Por mutuo consentimiento via judicial;Hombre;13/10/1990;30;Mestizo; Primaria;Mujer;1/1/1991;30;Mestizo; Primaria
Canar;Azogues;Azogues;14/7/2017; No;3;Por mutuo consentimiento via judicial;Hombre;22/9/1989;31;Mestizo; Superior Universitario;Mujer;4/12/1998;22;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;7/2/2003; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;25/7/1983;37;Mestizo; Educacion media o Bachillerato;Mujer;9/11/1984;36;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;3/2/1988; No;32;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/7/1969;51;Mestizo; Primaria;Mujer;6/2/1963;57;Mestizo; Primaria
Canar;Azogues;Azogues;22/9/2017; No;3;Por mutuo consentimiento via notarial;Hombre;26/9/1996;24;Mestizo; Superior Universitario;Mujer;2/4/1996;24;Mestizo; Superior Universitario
Canar;Azogues;Azogues;22/6/2006; No;14;Por mutuo consentimiento via notarial;Hombre;27/4/1984;36;Mestizo; Educacion media o Bachillerato;Mujer;28/2/1985;35;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;9/12/2005; No;14;Por mutuo consentimiento via judicial;Hombre;1/10/1984;36;Mestizo; Superior Universitario;Mujer;19/5/1976;44;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;16/1/2014; No;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;28/6/1977;43;Mestizo; Educacion media o Bachillerato;Mujer;10/4/1978;42;Mestizo; Educacion media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;16/5/2011; No;9;Por mutuo consentimiento via notarial;Hombre;15/9/1985;35;Mestizo; Educacion media o Bachillerato;Mujer;5/5/1981;39;Mestizo; Educacion media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;19/8/2005; No;15;Por mutuo consentimiento via judicial;Hombre;16/8/1983;37;Mestizo; Superior Universitario;Mujer;8/10/1982;38;Mestizo; Superior Universitario
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;4/9/2015; No;5;Por mutuo consentimiento via judicial;Hombre;28/12/1984;36;Mestizo; Educacion media o Bachillerato;Mujer;7/12/1983;37;Indigena; Educacion media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;16/2/1987; No;32;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;29/5/1965;55;Mestizo; Educacion media o Bachillerato;Mujer;29/6/1964;56;Mestizo; Superior Universitario
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;10/12/1988; No;31;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;18/4/1961;59;Mestizo; Educacion media o Bachillerato;Mujer;13/9/1964;56;Mestizo; Educacion media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;1/1/1980; No;40;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;24/10/1956;64;Indigena; Educacion media o Bachillerato;Mujer;22/3/1962;58;Indigena; Educacion media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;9/8/2012; No;8;Por mutuo consentimiento via notarial;Hombre;5/2/1985;35;Indigena; Superior Universitario;Mujer;21/7/1988;32;Mestizo; Superior Universitario
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;1/5/2000; No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;24/7/1976;44;Mestizo; Educacion media o Bachillerato;Mujer;18/1/1981;40;Mestizo; Educacion media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;13/3/1993; No;27;Por mutuo consentimiento via notarial;Hombre;7/8/1969;51;Mestizo; Educacion media o Bachillerato;Mujer;1/11/1968;52;Mestizo; Educacion media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;8/3/2014; No;6;Por mutuo consentimiento via judicial;Hombre;14/9/1986;34;Mestizo; Superior Universitario;Mujer;30/10/1984;36;Mestizo; Educacion media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;22/10/2008; No;12;Por mutuo consentimiento via judicial;Hombre;24/6/1961;59;Mestizo; Secundaria;Mujer;15/3/1984;36;Mestizo; Secundaria
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;24/9/1987; No;33;Por mutuo consentimiento via notarial;Hombre;23/12/1949;71;Mestizo; Primaria;Mujer;9/4/1970;50;Mestizo; Primaria
Morona Santiago;Gualaquiza;Gualaquiza;2/8/2019; No;1;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;29/6/1987;33;Mestizo; Superior Universitario;Mujer;20/8/1993;27;Mestizo; Educacion media o Bachillerato
Morona Santiago;Gualaquiza;Gualaquiza;27/8/2007; No;12;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/11/1985;35;Mestizo; Educacion media o Bachillerato;Mujer;3/3/1990;30;Mestizo; Superior Universitario
Morona Santiago;Gualaquiza;Gualaquiza;23/4/1997; No;23;Por mutuo consentimiento via judicial;Hombre;9/3/1957;63;Mestizo; Educacion Basica;Mujer;24/9/1980;40;Mestizo; Educacion media o Bachillerato
Morona Santiago;Limon Indanza;General Leonidas Plaza Gutierrez (Limon), cabecera cantonal;6/6/2008; No;12;Por mutuo consentimiento via judicial;Hombre;28/11/1979;41;Mestizo; Secundaria;Mujer;13/3/1986;34;Indigena; Educacion Basica
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial;22/5/2015; No;3;Por mutuo consentimiento via judicial;Hombre;20/11/1989;31;Mestizo; Superior no Universitario;Mujer;9/12/1989;31;Mestizo; Superior Universitario
Morona Santiago;Limon Indanza;General Leonidas Plaza Gutierrez (Limon), cabecera cantonal;20/2/1986; No;34;Por mutuo consentimiento via judicial;Hombre;12/7/1962;58;Mestizo; Educacion Basica;Mujer;25/6/1952;68;Mestizo; Secundaria
Morona Santiago;Palora;Palora (Metzera),cabecera cantonal;26/5/1976; No;43;Por mutuo consentimiento via notarial;Hombre;24/1/1952;68;Mestizo; Educacion Basica;Mujer;8/1/1955;66;Mestizo; Educacion Basica
Morona Santiago;Santiago;Santiago de Mendez, cabecera cantonal;4/6/2012; No;8;Por mutuo consentimiento via judicial;Hombre;1/7/1983;37;Indigena; Secundaria;Mujer;20/9/1987;33;Indigena; Secundaria
Morona Santiago;Santiago;Santiago de Mendez, cabecera cantonal;23/2/2010; No;10;Por mutuo consentimiento via judicial;Hombre;18/8/1984;36;Indigena; Educacion Basica;Mujer;4/9/1988;32;Indigena; Educacion Basica
Morona Santiago;Sucua;Sucua, cabecera cantonal;28/4/2014; No;6;Por mutuo consentimiento via notarial;Hombre;21/6/1973;47;Mestizo; Superior Universitario;Mujer;16/11/1979;41;Mestizo; Superior Universitario
Morona Santiago;Sucua;Sucua, cabecera cantonal;22/9/1994; No;26;Por mutuo consentimiento via notarial;Hombre;2/4/1968;52;Indigena; Superior Universitario;Mujer;20/11/1973;47;Indigena; Primaria
Morona Santiago;Sucua;Sucua, cabecera cantonal;24/12/2008; No;11;Por mutuo consentimiento via judicial;Hombre;9/4/1982;38;Mestizo; Educacion media o Bachillerato;Mujer;23/1/1981;39;Mestizo; Educacion media o Bachillerato
Morona Santiago;Sucua;Sucua, cabecera cantonal;25/6/2012; No;8;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;19/1/1992;28;Indigena; Primaria;Mujer;12/7/1991;29;Indigena; Primaria
Morona Santiago;Sucua;Sucua, cabecera cantonal;13/3/2020; Sin informacion;0;Por mutuo consentimiento via notarial;Hombre;25/8/1976;44;Mestizo; Primaria;Mujer;28/4/1992;28;Mestizo; Educacion media o Bachillerato
Morona Santiago;Sucua;Sucua, cabecera cantonal;5/12/2007; No;13;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;3/12/1987;33;Mestizo; Educacion Basica;Mujer;26/11/1987;33;Mestizo; Superior Universitario
Morona Santiago;Sucua;Sucua, cabecera cantonal;23/3/2018; No;2;Por mutuo consentimiento via judicial;Hombre;25/3/1986;34;Mestizo; Superior Universitario;Mujer;10/5/1991;29;Mestizo; Educacion media o Bachillerato
Zamora Chinchipe;Zamora;Zamora;8/9/1999; No;21;Por mutuo consentimiento via notarial;Hombre;12/12/1978;42;Mestizo; Educacion Basica;Mujer;31/5/1973;47;Indigena; Educacion Basica
Zamora Chinchipe;Chinchipe; Zumba, cabecera cantonal;26/10/2018; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;19/2/1977;43;Mestizo; Educacion media o Bachillerato;Mujer;29/3/1979;41;Mestizo; Superior Universitario
Zamora Chinchipe;Nangaritza;Guayzimi, cabecera cantonal;27/3/2018; No;2;Por mutuo consentimiento via notarial;Hombre;6/9/1989;31;Mestizo; Educacion Basica;Mujer;17/8/1987;33;Mestizo; Secundaria
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;30/10/1997; No;23;Por mutuo consentimiento via judicial;Hombre;30/5/1971;49;Mestizo; Secundaria;Mujer;15/10/1971;49;Mestizo; Primaria
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;10/2/2012; No;8;Por mutuo consentimiento via notarial;Hombre;24/6/1977;43;Mestizo; Primaria;Mujer;7/3/1987;33;Mestizo; Secundaria
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;13/6/1989; No;30;Por mutuo consentimiento via notarial;Hombre;3/10/1967;53;Mestizo; Primaria;Mujer;21/1/1969;51;Mestizo; Primaria
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;5/6/1997; No;23;Por mutuo consentimiento via judicial;Hombre;6/8/1971;49;Mestizo; Primaria;Mujer;12/12/1979;41;Mestizo; Educacion media o Bachillerato
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;21/3/2016; No;3;Por mutuo consentimiento via judicial;Hombre;4/8/1996;24;Mestizo; Secundaria;Mujer;18/5/1994;26;Mestizo; Primaria
Morona Santiago;Sucua;Sucua, cabecera cantonal;31/7/2009; No;11;Por mutuo consentimiento via judicial;Hombre;4/11/1968;52;Mestizo; Superior Universitario;Mujer;28/3/1982;38;Mestizo; Superior Universitario
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;15/12/1997; No;23;Por mutuo consentimiento via judicial;Hombre;24/9/1964;56;Mestizo; Primaria;Mujer;3/2/1968;52;Mestizo; Educacion media o Bachillerato
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;5/4/2018; No;2;Por mutuo consentimiento via judicial;Hombre;3/1/1977;44;Mestizo; Superior Universitario;Mujer;8/1/1985;36;Mestizo; Primaria
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;3/5/2006; No;14;Por mutuo consentimiento via judicial;Hombre;19/12/1979;41;Mestizo; Secundaria;Mujer;7/9/1986;34;Mestizo; Superior Universitario
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;20/9/2012; No;7;Por mutuo consentimiento via notarial;Hombre;12/7/1991;29;Mestizo; Secundaria;Mujer;1/7/1993;27;Mestizo; Educacion media o Bachillerato
Imbabura;Ibarra;San Francisco;15/5/1982; No;36;Por mutuo consentimiento via notarial;Hombre;1/4/1962;58;Mestizo; Primaria;Mujer;18/3/1966;54;Mestizo; Primaria
Imbabura;Ibarra;San Francisco;30/7/2009; No;11;Por mutuo consentimiento via notarial;Hombre;14/12/1984;36;Negro; Secundaria;Mujer;24/3/1988;32;Negro; Secundaria
